code,num
C1072,713.5357538032615
C1128,1142.7741894138903
C1456,575.4206978777867
C1840,505.6777652835887
C1332,1074.5351633985952
C1563,1586.651245037911
C1794,975.5959850367641
C1640,471.45122990780413
C1377,359.217564964678
C2072,249.8292119231043
C1472,424.0440014285787
C1006,352.22280146142225
C1083,423.86068675356137
C1311,271.3407153702342
C2676,335.04795119063954
C2318,248.2823531270207
C1603,520.2297852943649
C2523,345.90267599987544
C2177,57.1452582255539
C2411,730.9704770137846
C2033,167.0704376540178
C1604,421.76717169045963
C2535,512.5117442104039
C1040,469.74071588040295
C2417,462.58824313798857
C1812,26.950430778676946
C2253,8.153588142930971
C1294,574.630428313742
C1772,578.4605651938207
C2646,539.701569882131
C1152,965.939482897843
C2423,198.90459800543954
C1844,464.94444747442907
C1318,316.43369473886463
C1729,4.947051521506751
C1602,327.2697180039379
C1239,424.6536389613108
C1721,618.0116467441142
C1902,829.4746135790908
C1855,346.9428365912278
C2600,458.3567297145125
C1071,446.29659415306605
C2295,382.3159083956481
C1621,564.152736238702
C1852,990.5810076250513
C2555,1081.5176099390387
C1297,453.7336970774174
C2323,533.6649632228243
C2215,333.6293554063249
C2112,379.51528865618366
C1830,803.7838150138996
C2602,239.21137281388422
C2608,1055.155480993611
C1215,595.9617839716952
C2369,528.4710070388057
C1158,281.7850778776786
C1887,550.4140258184078
C1189,302.1236450668923
C1637,472.79315381117345
C1225,253.48208405811192
C2374,359.2684260141099
C2397,541.6503360842673
C1105,876.3967514347971
C1782,393.97830351707836
C1629,203.32597448902885
C1708,326.8535178418149
C2144,503.2655439033815
C1617,949.6201037188805
C1149,567.0482210199289
C1323,501.1562624592603
C1064,676.815398655089
C1019,292.87266642801865
C2269,557.9309388674964
C1416,804.7527461387035
C1250,944.3285699978813
C1741,472.5937035358273
C1016,642.2799349433097
C2675,936.0045616773845
C2436,691.6460678547967
C2039,755.7155633557702
C1253,655.0194434780855
C2028,1209.7746405772846
C1166,323.33928662211997
C1135,276.48827217169514
C1216,283.15077453332094
C1593,271.36736380493727
C1826,265.0898429951343
C1827,393.93038910846803
C1564,306.24834600042794
C1495,878.4186859100332
C2653,862.6932150551743
C1392,594.678039979329
C2128,293.75143963174395
C1282,670.2843304759652
C1521,1144.4764161858416
C2076,1041.0413100064015
C1060,636.4647941601486
C2473,1056.8429139384375
C2557,758.0153627377871
C1835,909.7382825721185
C2224,766.8713386563556
C2222,357.7549470335721
C2430,752.3546301759941
C2497,829.2230106938517
C1494,1023.9271163705231
C1457,679.2597027680015
C1525,1155.4400774516348
C1712,616.3713059907543
C2267,1037.1226545908198
C1623,276.7098912230864
C2131,552.4478735506696
C2691,1193.0075333235282
C1147,850.0427365067194
C1692,1015.5190625862797
C1570,894.6892963833217
C1474,161.95192621265903
C1633,133.88878759748974
C2113,585.0358465685338
C2175,952.2209472051545
C2303,1360.4382158673325
C2547,528.4982275004054
C2292,785.2022194488671
C1496,845.3214785930721
C1289,364.92328799783417
C1849,681.1673495748346
C1003,285.57994204549027
C2268,516.1571520069136
C2551,568.6958960814321
C2688,90.7493935943408
C1030,45.386937240870054
C1327,103.37379292603134
C2451,575.9381397624437
C1749,597.2514856318311
C1349,250.17402721788602
C2043,260.8906511060096
C1229,290.8102170685198
C2363,453.8745648505326
C1414,514.5211328117566
C2174,543.930241063694
C2091,98.24988152995803
C2335,414.44794714248684
C1841,32.871089662474276
C2404,122.51206198763776
C1683,213.95350824288337
C1038,303.22585023932015
C2456,265.75944770479134
C1266,532.1327913320898
C2152,31.207084294713525
C1267,386.380646908925
C2189,267.75465493327545
