code,num
C1072,711.4472740181984
C1128,1137.415169070446
C1456,581.2697236076658
C1840,504.5002080688892
C1332,1070.049395688872
C1563,1576.6218029712775
C1794,964.1518265094635
C1640,457.76575644199175
C1377,353.2558667648525
C2072,247.6430923378446
C1472,418.3433648521363
C1006,326.7991661556369
C1006,333.0287069825899
C1083,418.62484138997064
C1311,277.67899405437635
C2676,243.69971089297778
C2676,301.4063169340945
C2318,233.84223690468005
C1603,519.0141246950216
C2523,352.29388395579485
C2177,115.1589824894316
C2177,79.70529973982286
C2411,724.4633700145504
C2033,215.05162752408285
C2033,191.71824595073474
C1604,418.8571153267035
C2535,509.41204624888195
C1040,477.0828064423626
C2417,467.161784742422
C1812,97.50955155521439
C1812,66.47941565775744
C2253,98.37997934338017
C2253,38.34346836902142
C1294,568.9058562607636
C1772,586.1669230767877
C2646,537.9154737706408
C1152,953.6560549476246
C2423,198.51707786610422
C1844,468.3085816382097
C1318,326.90555374326397
C1729,145.70335390884088
C1729,0.4364825721385728
C1602,323.1642201274387
C1239,427.65400064566893
C1721,618.4796709634727
C1902,828.5517784412541
C1855,345.03669605554694
C2600,456.40889521417694
C1071,436.5022177983555
C2295,372.576143213153
C1621,565.4829100751863
C1852,1014.7493664716753
C2555,1073.4040464543646
C1297,451.05070179341044
C2323,529.5300283241022
C2215,331.59049644323807
C2112,385.2681585136562
C1830,796.7250254638748
C2602,245.0251881808685
C2608,1055.0881368352002
C1215,583.2661316481027
C2369,516.9610576163678
C1158,268.4800687087494
C1887,530.443155009075
C1189,301.1419845859514
C1637,467.41940834588115
C1225,244.60857512745844
C2374,359.86456763901174
C2397,542.4389711160695
C1105,873.3696219693629
C1782,380.78919495765024
C1629,190.40740302118434
C1708,324.44309473550766
C2144,492.4516880067019
C1617,945.9124399852499
C1149,567.2919072239341
C1323,500.1386829749655
C1064,670.7564731092689
C1019,290.36784079266624
C2269,557.2568904514826
C1416,799.9521643700589
C1250,942.7713752718729
C1741,475.80096975857947
C1016,639.5399522380807
C2675,960.9252858908908
C2436,678.4600845279948
C2039,747.3430124941069
C1253,639.7669282103486
C2028,1205.0321293635345
C1166,310.57348509953584
C1135,280.38376332308553
C1216,278.20851060533914
C1593,268.84767242775206
C1826,258.90013911546885
C1827,383.395446799061
C1564,301.6420954918942
C1495,876.3873370786587
C2653,866.9103501479635
C1392,589.9596099806104
C2128,291.5578852190085
C1282,670.8268317983992
C1521,1137.6518160037426
C2076,1038.2032648443992
C1060,642.338047369334
C2473,1056.9848862935553
C2557,747.2314915561866
C1835,911.995416198557
C2224,774.5958870282719
C2222,356.77645846387827
C2430,750.0855189004308
C2497,836.1086016503823
C1494,1016.6660526946412
C1457,690.8437112714539
C1525,1147.866158054428
C1712,615.7485565857314
C2267,1045.524214391057
C1623,270.36062287418247
C2131,545.6235569327157
C2691,1202.8517232417016
C1147,853.1691063370484
C1692,1017.5633717133926
C1570,891.0292641448989
C1474,172.76839781095646
C1633,149.35135329561467
C2113,584.5836567565938
C2175,938.0269108696993
C2303,1355.4982888671223
C2547,545.0960877395395
C2292,800.069448545177
C1496,831.1855909423286
C1289,373.6944236348467
C1849,685.8040638143445
C1003,289.55086933059397
C2268,507.58484540718416
C2551,586.2480725189188
C2688,104.44459577843719
C1030,58.700880153259675
C1327,129.66023641499675
C2451,581.873492520486
C1749,606.6390126555158
C1349,260.99788904902914
C2043,272.5916479597211
C1229,290.7485063696936
C2363,460.96665717019374
C1414,523.1071312795772
C2174,548.543826950278
C2091,111.4968596599848
C2335,456.6380394317675
C1841,50.11953752494611
C2404,135.26135563519028
C1683,230.18569907374803
C1038,301.8482101365976
C2456,277.79799248657275
C1266,546.0555848641754
C2152,47.33245728851148
C1267,390.95199960622307
C2189,274.6314045198874
