code,num
C1072,728.2961215516801
C1128,1153.4530571322477
C1456,509.65658690816866
C1840,491.3175520341499
C1332,1105.5529638894664
C1563,1591.2931024432166
C1794,965.3464624935464
C1640,437.3589031420794
C1377,330.5933116624171
C2072,233.69062221524416
C1472,409.03718777567803
C1006,368.6300507414229
C1006,243.0344964263378
C1083,371.88497043918846
C1311,292.63103669059217
C2676,309.56414324473724
C2676,166.66493682693692
C2318,228.8953234183482
C1603,472.5992038637157
C2523,295.8855268064746
C2177,170.40278629485647
C2177,152.09188819261067
C2411,714.2397836135949
C2033,247.56498121163827
C2033,226.43560711611815
C1604,414.5380396399337
C2535,497.42172110654354
C1040,500.3195879786261
C2417,466.02776349962915
C1812,146.2022228859438
C1812,62.04186872844707
C2253,133.2162524049752
C2253,105.60094074499455
C1294,560.6181263878495
C1772,582.7780594184846
C2646,513.1072985700459
C1152,942.28204162745
C2423,186.08598376418445
C1844,476.84149563678517
C1318,305.0568879769665
C1729,120.21044624417095
C1729,71.90895946779005
C1602,293.4977846257324
C1239,399.5266213938543
C1721,635.1515970347431
C1902,835.6266854990682
C1855,330.36216482686507
C2600,418.375011441322
C1071,401.36849737676647
C2295,347.21989108230775
C1621,580.5648663366378
C1852,808.9516318510625
C2555,1050.6700392758446
C1297,430.23782190207146
C2323,510.93915256805786
C2215,299.8993291389204
C2112,378.817600795381
C1830,800.871074825206
C2602,253.36092275068063
C2608,1035.5925050811206
C1215,578.6301042198229
C2369,483.5289690390309
C1158,221.91093876968944
C1887,500.3580404981514
C1189,271.39362347503413
C1637,443.15342306837215
C1225,198.2811176453846
C2374,345.43184914920505
C2397,550.4915418182229
C1105,866.6562434419761
C1782,342.7374612012674
C1629,140.3910745292095
C1708,276.6869302604741
C2144,464.83916217864527
C1617,954.5116433553303
C1149,526.646802305765
C1323,484.27237143649506
C1064,648.2732376222782
C1019,274.72125935820156
C2269,559.1044721072599
C1416,813.4670188260353
C1250,942.6547988370694
C1741,468.5516058481858
C1016,660.0313620633331
C2675,970.0469574550958
C2436,644.3924983684124
C2039,731.1757511228715
C1253,642.7866599617339
C2028,1127.5200505523308
C1166,271.51718914497053
C1135,287.59479436557854
C1216,267.22349569351854
C1593,238.69774499195296
C1826,225.26002147828603
C1827,360.96082750395846
C1564,266.44824861597783
C1495,873.8403813954073
C2653,797.8214000133005
C1392,590.1265407610113
C2128,263.17426917830073
C1282,674.1926693427902
C1521,1122.1948281652585
C2076,983.0486939645766
C1060,664.3683576688361
C2473,1050.5918293402494
C2557,705.7772701369338
C1835,866.7515118852772
C2224,800.9608567540182
C2222,340.4507256791889
C2430,755.011841467162
C2497,814.8682123715101
C1494,973.3328625016862
C1457,737.0346126837603
C1525,1173.8064182788394
C1712,623.3062778545017
C2267,1016.089195838581
C1623,247.67633744266755
C2131,534.2144829899446
C2691,1137.5410301804527
C1147,883.9596888051043
C1692,1041.1551092210998
C1570,926.2258044918428
C1474,182.12459853672374
C1633,162.55246512260123
C2113,610.4446059773447
C2175,886.6022739850229
C2303,1312.8898356693492
C2547,564.731679201067
C2292,845.8068790868772
C1496,783.6697027894653
C1289,398.61487287328487
C1849,718.9872677248055
C1003,308.2771847110192
C2268,530.3069337585982
C2551,633.7685505692214
C2688,124.02189524032963
C1030,161.51813463007954
C1327,104.23468671014234
C2451,588.0496989482085
C1749,625.7888259045862
C1349,301.53220790712004
C2043,308.4691988200724
C1229,306.1923514058129
C2363,474.36792770610936
C1414,551.7213970043381
C2174,593.3288497187993
C2091,146.00920515308292
C2335,505.2166370815628
C1841,86.70159293890651
C2404,156.69415639428098
C1683,223.88423302590866
C1038,350.2962399102465
C2456,299.53865296123263
C1266,596.6570450671608
C2152,102.7768382161812
C1267,433.2635470240278
C2189,289.45762860917944
